Cadillac Made in Michigan Farmers' Market,"The outdoor market is located off of Lake Street in Cadillac and is open May through October from 8:00 am to 2:00 pm on Thursdays and 9am to 12pm on Saturdays. Area farmers and Artisans sell a variety of seasonal fresh fruits and vegetables, meat, eggs, herbs, plants, flowers, maple syrup and fudge, honey, baked goods, beautiful unique arts, & much more. Thursdays market boasts more than 20 local vendors, including the Cadillac Winery which features three wines every week to sample and purchase. 2015 is the first year for a Saturday market in Cadillac!",jlynn133@hotmail.com,,Wexford,"411 S Lake St, Cadillac, MI 49601, USA",411 S Lake St,Cadillac,MI,49601,(231) 878-7724,May through October from 8:00 am to 2:00 pm on Thursdays and 9am to 12pm on Saturdays,-85.401161,44.251953
Lewiston Farmer's Market,"Join your lakeside neighbors and friends at the Lewiston Farmer's Market every Saturday from 8 am - 1 pm in the park in downtown Lewiston.  Fresh and local produce, fruit, baked goods, pies, dry-aged meats, eggs, sweet and savor jams and jellies are available.  Come and see what everyone is talking about and enjoying! You may even get to meet a real farmer and educate your children as to where ""carrots really come from"".",sherrieburnsschuster@gmail.com,,Montmorency,"4360 Hanson Ave, Lewiston, MI 49756, USA",4360 Hanson Ave,Lewiston,MI,49756,(989) 858-5092,,-84.306549,44.882702
Russell's Blueberry Farm and Nursery,"Pick your own blueberries.  A bookstore is in a barn with over 30,000 books.  Group tours are available for a fee.  Relax at the picnic area adjacent to a 10 acre lake.  Bintz's apples and pears are now available for purchase at Russell's.",emily@therussellcorp.com,http://www.therussellcorp.com/berries/index.htm,Saginaw,"11895 Frost Rd, Freeland, MI 48623, USA",11895 Frost Rd,Freeland,MI,48623,(989) 781-2859,,-84.147949,43.452103
The Market Lexington,"The Market Lexington is an open air French style artisan marketplace with the best Michigan's farmers, artists, pickers and artisans can offer!! The Market also carries the Old Fashioned Milk Paint and offers drop-in DIY classes daily  Come shop with us!",themarketlexington@icloud.com,http://themarketlexington.com,Sanilac,"6934 Peck Rd, Lexington, MI 48450, USA",6934 Peck Rd,Lexington,MI,48450,(810) 404-7570,"air French style artisan marketplace with the best Michigan's farmers, artists, pickers and artisans can offer!! The Market also carries the Old Fashioned Milk Paint and offers drop-in DIY classes daily  Come shop with us!",-82.541512,43.267895
Homrich's Under The Pines,"Family owned. Fruits and vegetables in season. Large and small amounts available, including but not limited to: Apples, peaches, plums, sweet corn, tomatoes, peppers, squash, pumpkins and more. Open Mon.-Sat. in July 10-5, Aug.-Nov. 1st 9-6, last three Sun. in Oct. 12-5.",,http://www.underthepinesfarmmarket.com,Kent,"6103 Alpine Ave NW, Comstock Park, MI 49321, USA",6103 Alpine Ave NW,Comstock Park,MI,49321,(616) 784-1020,Mon,-85.695122,43.074535
Heffron Farms Market,"We invite you to visit our farm market for a natural experience. Here you will find the finest quality meats raised without the use of growth hormones, preservatives or dyes. We also feature other high quality food products. We are a third generation family farm striving to serve you the best quality products available. Open year round Monday - Saturday 9am - 5pm.",info@heffronfarms.com,http://www.heffronfarms.com/,Kent,"7724 Ashley Ave NE, Belding, MI 48809, USA",7724 Ashley Ave NE,Belding,MI,48809,(616) 794-2527,year round Monday - Saturday 9am - 5pm,-85.32489,43.105755
Douglas Valley Vineyards,"Douglas Valley is truly a unique destination located in Manistee Michigan. Our Tasting House offers our unique, award-winning hard ciders and wines. Our Farm Market offers a unique variety of farm fresh organic produce June through October. We harvest organic cherries, blueberries, apples and of course wine grapes. During harvesting months we have a Farm Market overflowing with local organic vegetables including tomatoes, green beans, onions, peppers, zucchini, squash, fresh herbs and beautiful flowers. Our vineyard has 8,000 vines of Pinot and Pinot Noir. Open Monday-Saturday 11am-6pm and Sunday 12pm-5pm. GPS:  N44°19.350, W086°13.500.",sales@douglasvalley.net,http://www.douglasvalley.net/,Manistee,"5375 Douglas Valley Dr, Manistee, MI 49660, USA",5375 Douglas Valley Dr,Manistee,MI,49660,(231) 887-3333,Monday-Saturday 11am-6pm and Sunday 12pm-5pm,-86.225883,44.322636
Klein Cider Mill & Market LLC,"Family owned and operated farm with a view to see for miles overlooking the Ridge. Come see the beauty as the seasons change throughout the year. We start the season early in April with fresh, unpasteurized, no additives in our Apple Cider. Later in the season as our produce starts, it is in the market for the public to purchase as it becomes available. Early in the spring cherries start off the season. Later the smell of peaches is a treat by itself as we know in time apples will be just around the corner. In the Fall we have a u-pick pumpkin patch and hopefully a few other activities for the whole family to enjoy the day on the farm. If you have any questions feel free to call and groups are very welcome to come. Come watch us make cider the old fashioned way. Tours are given of the mill also.",stephenklein@comcast.net,,Kent,"2151 10 Mile Rd NW, Sparta, MI 49345, USA",2151 10 Mile Rd NW,Sparta,MI,49345,(616) 887-7815,,-85.725052,43.119202
Higgins Pumpkin Farm,"We are an established pumpkin farm that offers over 3,000 pumpkins.  We are open all of October from noon to dusk. We also have thousands of gourds of all shapes and sizes. Indian Corn and the mini corn too and corn stalks. Also fall squash including the large Hubbards. Every Saturday of the month they are a farmers market with vendors selling produce, jewelry, knitted items, handmade aprons and pillowcases, lots of homemade baked breads, pies and goodies, stained glass, professional photography cards and lots of misc. Hours for the market are Sat. noon to 6 pm. The pumpkin patch is open everyday. Schools and organizations are welcome.",higginsfarm@myfrontiermail.com,,Presque Isle,"4750 M-33, Onaway, MI 49765, USA",4750 M-33,Onaway,MI,49765,(989) 733-4450,all of October from noon to dusk,-84.226593,45.355736
Urka Farms,"U-pick or ready-pick farm fresh strawberries. Great for jams, pies, shakes, shortcake, cheesecakes and sundaes.",urka@kaltelnet.net,http://www.urkafarms.com/,Manistee,"16919 Pole Rd, Brethren, MI 49619, USA",16919 Pole Rd,Brethren,MI,49619,(231) 263-4507,,-85.95945,44.332138
Simpson Family Farm,"Two Acre U-Pick Garden with a large variety of vegetables, herbs, flowers, and farm fresh eggs. Organic seeds & fertilizer used for all our vegetables, no pesticides used in the garden. We believe in helping our community make healthy choices and save money. We're here to help answer any questions you have about what we grow. We also have carts, tools for picking, bags + great prices! We have tomatoes, cherry tomatoes, sweet corn, cucumbers, kale, squash, and so much more....You can go to our Facebook page to see the full list of what we have available.",mimichele67@gmail.com,,St Clair,"4197 Carrigan Rd, Fort Gratiot Twp, MI 48059, USA",4197 Carrigan Rd,Fort Gratiot Twp,MI,48059,(810) 531-9802,,-82.506836,43.052647
Grossnickle Farms,"Family-owned business since 1960 offering picked-fresh-daily fruits and vegetables plus homemade jams, maple syrup, salsas and more.",cande@grossnicklefarms.com,,Manistee,"9918 Healy Lake Rd, Kaleva, MI 49645, USA",9918 Healy Lake Rd,Kaleva,MI,49645,(231) 362-3796,,-86.010445,44.382492
Pierson Orchard Market,"Fruits and vegetables, homemade fruit jams and crafts, homemade scratch pies (our fruit). Open: July 1 with our red raspberries. In-season canning peaches and tomatoes. Our own fresh pressed apple cider, all natural. Fall time favorites, apples, squash and pumpkins.",,,Ionia,"5348 N State Rd, Orleans, MI 48865, USA",5348 N State Rd,Orleans,MI,48865,(616) 527-4847,: July 1 with our red raspberries,-85.075111,43.066418
Blok Orchard,"Open July-November, Mon-Sat 9 - 5:30, closed Sunday. Apples, peaches, cherries, tomatoes, sweet corn, peppers, jams, cider, donuts, caramel apples, honey and maple syrup.",alblok2@yahoo.com,http://www.blokorchard.com,Kent,"6365 4 Mile Rd NE, Ada, MI 49301, USA",6365 4 Mile Rd NE,Ada,MI,49301,(616) 676-1153,"July-November, Mon-Sat 9 - 5:30, closed Sunday",-85.512741,43.030087
Brechting's Farm Market,"Visit a 148 year old family farm tradition. Fruits and vegetables in season. Step into our fields and experience U-Pick including tomatoes, peppers and pumpkins",,,Kent,"1307 6 Mile Rd NW, Comstock Park, MI 49321, USA",1307 6 Mile Rd NW,Comstock Park,MI,49321,(616) 784-0771,,-85.702873,43.058372
McCarron's Orchard,We are a small farm market and bakery with a cider mill for fresh cider during the season.  All baked goods are made from scratch.,,,Genesee,"7456 W Carpenter Rd, Flushing, MI 48433, USA",7456 W Carpenter Rd,Flushing,MI,48433,(810) 659-3052,,-83.850372,43.074821
Ada Farmers' Market,"The Ada Farmers Market is held every Tuesday afternoon from noon until 6pm from June through September.  It features over 35 vendors offering fresh Michigan grown fruits and vegetables from some of the best growers in West Michigan, many of whom follow organic and sustainable farming practices.  It also features locally produced meats, cheeses, breads and fresh cut flowers.  And finally it has vendors offering a variety of locally developed and made seasonings, hot fudge, granola, pies, dip mixes, salsas, rubs and sauces.  For a great Tuesday afternoon experience don't forget to mark your calendar and join us in the Market - rain or shine.",adafarmersmarket@gmail.com,http://www.adafarmersmarket.com,Kent,"7239 Thornapple River Dr SE, Ada, MI 49301, USA",7239 Thornapple River Dr SE,Ada,MI,49301,(616) 676-9191,,-85.488968,42.955368
The Jam Farm,"Homemade Jam, Granola, Dip Mixes, Craft Items, Gift Baskets with shipping available, Fresh Fruits and Vegetables",ludingtonjamlady@gmail.com,http://www.thejamfarm.com/,Mason,"5075 W Meisenheimer Rd, Ludington, MI 49431, USA",5075 W Meisenheimer Rd,Ludington,MI,49431,(231) 845-9909,,-86.40274,43.862793
Elberta Farmers Market,"Established in 2002, this seasonal market operates Thursdays from mid-May through mid-October, from 8am until 12:30pm. Supporting local farmers and providing the best regional items from a five-county area, this market has grown into a community of friendships and business owners all with a common goal of providing the finest fruits, vegetables and other produce.",,http://www.elbertafarmersmarket.com,Benzie,"168 M-22, Frankfort, MI 49635, USA",168 M-22,Frankfort,MI,49635,(231) 383-5904,,-86.233635,44.62225
Thunder Bay Maple Supply,"Here at Thunder Bay Maple Supply we are your one-stop shop for everything maple syrup related!  This spring we will be producing maple syrup from 7,000 trees in our top of the line facility.  Our facility is open to the public for tours of the production process.  During production, visitors can see syrup being made through scenic windows into the evaporator room.  Maple products are also for sale in our gift shop area!  We also sell and install equipment for making maple syrup.  So if you want to make your own syrup, we can help you get started!",thunderbaymaplesupply@gmail.com,http://www.thunderbaymaplesupply.com,Presque Isle,"4350 N Grand Lake Hwy, Posen, MI 49776, USA",4350 N Grand Lake Hwy,Posen,MI,49776,(989) 766-2593,to the public for tours of the production process,-83.754402,45.276516
Davison Farmer's Market,"The Davison Farmer's Market have home-grown and home-produced items, such as farm-fresh local produce, craft items, garden plants, organic fruits and veggies, bakery goods and much, much more! The Davison Farmer's Market is open year round on Tuesday, Thursday and Saturday, from 8:00am - 6:00pm. Farm Fresh. Family Friendly.",info@davisonfarmersmarket.com,http://www.davisonfarmersmarket.com/,Genesee,"8110 E Court St, Davison, MI 48423, USA",8110 E Court St,Davison,MI,48423,(810) 931-0483,"year round on Tuesday, Thursday and Saturday, from 8:00am - 6:00pm",-83.55455,43.019516
Sweetwater Local Foods Market,"The Sweetwater Local Foods Market is Michigan’s first farmers market that exclusively sells locally grown animal products and fruits and vegetables raised in a manner that enhances biological diversity, builds soil health and promotes animal welfare. Our message is, “Healthy. Humane. Homegrown. Local food you can trust at the Sweetwater Local Foods Market.”Summer/Fall Market Hours are every Saturday from 9am to 1pm through Dec 22nd. Market closed Dec 29th. Winter Market Hours are every other Saturday 9am to 1pm, beginning Jan 5th until Spring. Located at Hackley Health at the Lakes; Harvey St. 1/2 Mile South of Lakes Mall. Exit US 31 at Pontaluna Rd. Muskegon, MI.",dijaan@charter.net,,Muskegon,"6401 Harvey St, Norton Shores, MI 49444, USA",6401 Harvey St,Norton Shores,MI,49444,(231) 893-0323,,-86.205544,43.214703
Harbor Springs Farmers Market,"Located on Main Street, west of State Street. Wednesdays and Saturdays from 9:00am - 1:00pm, June - Labor Day. Local vendors selling their fruit and vegetables, maple syrup, and flowers.",harborspringsfarmmarket@gmail.com,http://www.facebook.com/pages/Harbor-Springs-Farmers-Market/194942923891996,Emmet,"E Main St, Harbor Springs, MI 49740, USA",E Main St,Harbor Springs,MI,49740,(231) 330-5575,,-84.978859,45.431927
Roscommon Village Market,"Open every Saturday from 10:00am to 3:00pm beginning Memorial Day to Labor Day. Locally grown and hand made produce, herbs, crafts and much more. Stop in and see the progress of the passenger train that will be free to ride!",roscovillagemarket@hotmail.com,http://www.facebook.com/RoscommonVillageMarket,Roscommon,"211 N Main St, Roscommon, MI 48653, USA",211 N Main St,Roscommon,MI,48653,(989) 941-7991,every Saturday from 10:00am to 3:00pm beginning Memorial Day to Labor Day,-84.592796,44.500031
Gill's Pier Ranch and Farm Market,"We are a family ranch located in northwest Michigan that raises high-quality Tibetan yak and Suri alpacas for your ranch & table.Come visit our ranch to learn more about our unique animals and exotic meats and local produce in our meat market.  We offer farm tours from the late Spring though Fall.Or, if you would like something completely different, try our custom sporting clays adventures to provide a Leelanau adventure you won't soon forget!We look forward to seeing you!The Butzes",info@gillspierranch.com,http://www.gillspierranch.com,Leelanau,"5620 N Manitou Trail, Northport, MI 49670, USA",5620 N Manitou Trail,Northport,MI,49670,(231) 256-7355,,-85.689125,45.071457
Bill's Farm Market,"Fresh-picked vegetables, fruits, flowers picked daily. Fall squash, pumpkins, gourds, Christmas wreaths and trees conclude the season. Open June 10 - December 24. Monday - Friday 9 - 6 and Saturday from 9 - 5pm.",billsfarmmarket@msn.com,http://www.billsfarmmarket.com/,Emmet,"4450 E Mitchell Rd, Petoskey, MI 49770, USA",4450 E Mitchell Rd,Petoskey,MI,49770,(231) 347-6735,June 10 - December 24,-84.878098,45.373718
The Pumpkin Farm,"We have a petting zoo with farm animals including donkeys, buffalo, and llamas.  Our wagon ride is quite unique with story book characters, fairy tales, etc.",,http://www.facebook.com/pages/The-Pumpkin-Farm/152294934793203,Arenac,"4150 Bernthal Rd, Standish, MI 48658, USA",4150 Bernthal Rd,Standish,MI,48658,(989) 846-2251,,-83.967361,43.946789
Apple Barrel Cider Mill,"Apple Barrel Cider Mill presses cider from locally grown apples, bakes fresh doughnuts, and sells a large variety of fresh apples and fruit preserves. The ""country store"" also includes a number of specialty gifts and rustic items that you will not find anywhere else in the area. Watch cider making as it happens through the viewing window.",,,Gratiot,"1418 E Center St, Ithaca, MI 48847, USA",1418 E Center St,Ithaca,MI,48847,(989) 875-2775,,-84.587593,43.293221
Downtown Owosso Farmers Market,"Since July 1974, the Downtown Owosso Farmers Market has been helping local growers offer the best of what is in season by providing rural truck farmers, gardeners and rural artisans and craftsman a place to market their wares. Market hours are from 8am to 1pm. From the first Saturday in May to the last Saturday in October, vendors display a variety of fresh produce, flowers, fish, organic foods, meat and eggs, ornamental bushes and trees, hand made crafts, and ethnic ready-to-eat food. It is the place to find unique and interesting varieties of produce like heirloom vegetables that are gaining in popularity due to their flavor and texture but are too fragile to transport over long distances or are not readily found in supermarkets. Guests will find (in season) fresh asparagus, cucumbers, heirloom tomatoes or edible flowers that can be tossed into a salad of baby greens picked fresh that morning. Our customers will find fresh off-the vine tomatoes, sweet corn and cucumbers that they may not have room enough to grow at their homes or apartments. Unusual herbs can be found and peppers ranging from the sweet green bells to spicy hot Thai Dragons. Local unique and interesting crafts are displayed by the artisans that hand craft them. Whether you are searching for authentic Michigan products or a fresh baked pie, we've got it! Free kids day the last Saturday of every month, entertainment, events and more. Join our family!",downtownowossomarket@yahoo.com,http://mifma.org/farmers-markets/owosso-farmers-market/,Shiawassee,"W Exchange St, Owosso, MI 48867, USA",W Exchange St,Owosso,MI,48867,(989) 413-3728,,-84.160301,42.998493
Klackle Orchards and Pavilion,"A visit to Klackle Orchards lets you get an up-close look at modern commercial orchard operations. We've been growing apples for three   generations, so we've got plenty of experience at producing those crispy, juicy, tasty morsels of nature's bounty. When you visit you will ride a wagon out to the fields and you'll get to pick-you-own apples and pumpkins too! There's are lots of other fun things to enjoy while you are here!    Included are enchanted pumpkin rides, playland inflatables, animals to pet, pony rides, straw pile fun, labyrinth maze, face painting, musical groups, concessions, picnic areas.  New is the ""Field of Fun"" with a BMX bike trail, putt putt pumpkin, straw tower and a corn maze.  Cornucopia market features fresh cider, donuts, pies, breads, bagels, caramel apples, kettle corn, homemade fudge, jams, jellies, unique foods, and fall decor.",retailmgr@klackleorchards.net,http://www.klackleorchards.com/,Montcalm,"11466 W Carson City Rd, Greenville, MI 48838, USA",11466 W Carson City Rd,Greenville,MI,48838,(616) 754-8632,,-85.297241,43.181034
